type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
PAYMENT,12712.96,C329301951,0,0,M340032147,0,0,0
CASH_OUT,80493.28,C1230172658,876,0,C1714308687,0,80493.28,0
CASH_IN,45200.02,C1334675570,55032,100232.02,C410921952,0,0,0
PAYMENT,7053.1,C1030857882,0,0,M1196805286,0,0,0
TRANSFER,184945.4,C287936819,273460.44,88515.03,C2448961,323209.64,508155.04,0
PAYMENT,1279.25,C268884275,128782.99,127503.75,M1014805307,0,0,0
CASH_OUT,219941.96,C1518127436,13383,0,C1647357164,631509.99,851451.95,0
TRANSFER,1801676.15,C1125772165,1811,0,C1762268853,0,1801676.15,0
PAYMENT,4273.85,C1184999902,6406,2132.15,M1368601366,0,0,0
CASH_OUT,73197.59,C975799704,11360,0,C969609883,573143.62,646341.22,0
CASH_IN,90744.86,C1056571495,6287484.25,6378229.11,C2050500158,120908.34,46071.43,0
CASH_IN,113198.93,C782294698,3362124.05,3475322.98,C1925829763,3023417.4,2910218.47,0
PAYMENT,6441.69,C404989098,0,0,M1690644780,0,0,0
PAYMENT,1123.05,C2040161907,2085,961.95,M1809164951,0,0,0
CASH_OUT,206943.02,C949476720,0,0,C1279559665,432481.31,639424.33,0
PAYMENT,8326.64,C755769017,31999,23672.36,M804509303,0,0,0
CASH_IN,321311.58,C873618221,9661567.56,9982879.14,C1297874946,329175.37,7863.79,0
PAYMENT,12057.39,C149781248,50483.34,38425.95,M297947265,0,0,0
PAYMENT,21005.83,C1386092603,0,0,M1215652034,0,0,0
CASH_IN,244957.27,C1111818184,101265,346222.27,C1657988719,1075166.88,830209.61,0
CASH_OUT,461241.78,C834289348,12834,0,C2146414478,317113.09,778354.87,0
CASH_IN,245808.05,C612279730,3612033.87,3857841.93,C884262954,6742512.34,6496704.29,0
CASH_IN,454621.62,C995873619,20454,475075.62,C1550958914,0,0,0
PAYMENT,13481.54,C1271227115,0,0,M1374777869,0,0,0
PAYMENT,21304.04,C1669520620,804,0,M740632497,0,0,0
CASH_OUT,6190.57,C103689292,0,0,C738144053,1920491.17,1926681.73,0
CASH_OUT,165149.08,C1545977433,6071,0,C537590125,783706.81,948855.9,0
PAYMENT,1248.09,C1974480403,0,0,M892944683,0,0,0
CASH_OUT,176457.4,C1092730065,0,0,C154528513,4257210.65,4433668.05,0
PAYMENT,26307.91,C453947796,0,0,M625156330,0,0,0
CASH_OUT,57468.54,C859818437,16410,0,C453366735,10404.34,67872.88,0
PAYMENT,16471.93,C203297277,110033.19,93561.26,M1052847918,0,0,0
CASH_OUT,178539.52,C251611829,8675,0,C893709857,738363.53,916903.05,0
CASH_OUT,149807.59,C2088967924,28479,0,C968663189,0,149807.59,0
CASH_OUT,146356.94,C618938427,69862,0,C2072033590,3215116.81,3361473.75,0
PAYMENT,10174.88,C454208924,15400,5225.12,M1497219013,0,0,0
PAYMENT,13267.84,C1489874175,11308,0,M1043583712,0,0,0
CASH_OUT,28657.72,C402780635,99157,70499.28,C850704287,1844124.55,1872782.27,0
TRANSFER,708563.71,C1841605047,0,0,C1547280614,1350070.19,2058633.9,0
PAYMENT,41057.83,C1718061996,0,0,M1649780530,0,0,0
PAYMENT,10161.05,C21021582,0,0,M1761031068,0,0,0
PAYMENT,1887.02,C379139446,130993.32,129106.31,M264301336,0,0,0
CASH_IN,4043.89,C47645462,5626603.46,5630647.36,C1227074104,360876.74,356832.85,0
CASH_IN,132078.14,C164206952,4918589.22,5050667.36,C1599620606,1082800.85,950722.71,0
CASH_OUT,265951.52,C1248943421,20956,0,C1070155807,16876.84,282828.37,0
CASH_IN,206162.83,C966233643,6859401.32,7065564.15,C2016851766,770906.77,564743.94,0
CASH_OUT,132349.32,C216330224,337151.87,204802.56,C446729530,1180756.73,1313106.05,0
CASH_IN,33944.77,C2016384371,30655,64599.77,C1824397105,0,0,0
CASH_OUT,245908.13,C1171656775,31447,0,C1460741058,461686.69,707594.82,0
PAYMENT,2773.93,C1328547637,0,0,M894308800,0,0,0
CASH_IN,122432.93,C679139067,101602,224034.93,C2126760551,73476.96,0,0
PAYMENT,23548.95,C651633714,0,0,M1255180100,0,0,0
TRANSFER,80356.72,C796440187,66993.05,0,C1429662587,866525.54,946882.26,0
PAYMENT,2175.97,C215174080,84500.7,82324.73,M1276106630,0,0,0
CASH_OUT,208179.66,C1929009688,16615,0,C917603762,196733.93,671930.13,0
CASH_OUT,105099.02,C154208669,52937,0,C1431425649,0,105099.02,0
PAYMENT,6509.24,C1335022432,135633.69,129124.46,M1102798433,0,0,0
CASH_IN,107738.63,C1954280779,579880.14,687618.77,C1097392905,11366685.4,11258946.77,0
CASH_OUT,305331.11,C958580997,20563,0,C1521947760,0,305331.11,0
CASH_OUT,253576.74,C957139446,10851,0,C2106527511,199088.14,452664.87,0
TRANSFER,124971.35,C941254114,30955,0,C115281176,1860128.64,1985099.99,0
CASH_OUT,224395.13,C1195325998,0,0,C1779536200,307909.47,532304.6,0
PAYMENT,12720.87,C386255567,0,0,M2008036861,0,0,0
CASH_IN,343092.54,C1421494979,33156,376248.54,C1660917403,2394367.2,2051274.66,0
CASH_OUT,235827.38,C1004739219,0,0,C897583871,879725.8,1115553.18,0
PAYMENT,6133,C1407184805,0,0,M991973225,0,0,0
PAYMENT,1708.43,C2038653093,439,0,M1266966005,0,0,0
CASH_OUT,130842.12,C258500860,584,0,C1421855628,51236.47,182078.59,0
TRANSFER,344940.78,C2137464536,0,0,C1742020302,3370259.02,3715199.8,0
CASH_OUT,180702.89,C482781710,390,0,C102047979,111161.28,291864.18,0
PAYMENT,12117.64,C203313080,105595,93477.36,M1474861408,0,0,0
CASH_IN,102347.25,C1995463506,204065,306412.25,C477186037,85942.76,0,0
TRANSFER,289870.79,C180573670,0,0,C87307533,309317.87,599188.66,0
PAYMENT,8565.3,C9292679,176,0,M1347773269,0,0,0
CASH_IN,65752.23,C1492240203,12456357.43,12522109.66,C1525215705,1612182.82,1546430.59,0
PAYMENT,8094.11,C787937829,5707,0,M883877595,0,0,0
CASH_IN,137056.75,C1549174949,4628416.58,4765473.33,C119277496,2316260.45,2243721.63,0
CASH_IN,141660.18,C709366012,481,142141.18,C816632045,195290.86,53630.69,0
CASH_IN,278992.71,C1550253678,9722858.13,10001850.84,C1482285317,3475025.01,3196032.31,0
PAYMENT,9545.9,C1882577253,0,0,M304700636,0,0,0
CASH_OUT,79649.18,C1725822583,111801,32151.82,C823961860,359954.47,439603.65,0
CASH_OUT,169897.21,C172007155,0,0,C828499509,254053.52,346293.24,0
CASH_IN,504103.95,C1027588254,313003.9,817107.85,C1920816981,6630842.31,6126738.36,0
CASH_IN,277936.53,C781588472,1053,278989.53,C1044375776,6656490.92,6378554.39,0
PAYMENT,19764.42,C1153064584,18804,0,M517138901,0,0,0
CASH_IN,19331.26,C1535390707,19956,39287.26,C1837123463,8709154.32,8689823.06,0
CASH_IN,213819.72,C416551785,4911936.82,5125756.54,C1819005030,317359.79,228203.76,0
CASH_OUT,90194.84,C111368653,8925.53,0,C207200022,638746.67,728941.5,0
CASH_IN,21880.95,C217885968,24483,46363.95,C1543763853,175404.93,153523.98,0
PAYMENT,3319.18,C1510438684,499626,496306.82,M1321139625,0,0,0
CASH_IN,106026.28,C1142638815,4253330.45,4359356.73,C23800873,1522850.57,1416824.28,0
CASH_IN,39481.73,C1715552343,4668725.16,4708206.88,C783321668,145181.14,105699.41,0
CASH_OUT,50990.71,C1702767148,0,0,C1862349298,143565.35,194556.05,0
CASH_OUT,36641.74,C799898692,0,0,C1906911603,173196.47,209838.2,0
CASH_IN,18169.4,C2134365092,262749.7,280919.11,C905452123,1220226.01,1202056.61,0
CASH_IN,270393.01,C554395163,75279,345672.01,C464017469,1192943.64,922550.63,0
PAYMENT,2273.39,C765923165,40178,37904.61,M1298236870,0,0,0
CASH_OUT,25865.06,C1976157810,485,0,C291022212,115459.02,141324.08,0
PAYMENT,7765.35,C1278763296,108560.06,100794.7,M1654380251,0,0,0
CASH_OUT,246058.24,C141700858,10956.18,0,C463861173,667608.41,913666.65,0
CASH_OUT,23095.86,C1077210698,228117,205021.14,C1630222194,0,23095.86,0
PAYMENT,7780.31,C956383818,0,0,M1167541672,0,0,0
TRANSFER,842565.34,C2145808386,0,0,C1822045793,4120301.47,4962866.82,0
TRANSFER,1245596.73,C521931057,0,0,C784956287,1982673.64,3228270.37,0
CASH_OUT,106095.64,C2056184071,0,0,C25965881,676223.05,782318.69,0
PAYMENT,4803.06,C1673852068,18354,13550.94,M400487159,0,0,0
CASH_IN,136543.69,C1090424395,0,136543.69,C2111965309,879983.09,743439.4,0
CASH_IN,189528.36,C481370732,908002.95,1097531.31,C399284811,825099.31,635570.95,0
PAYMENT,6059.87,C1550333989,6101,41.13,M240334868,0,0,0
PAYMENT,4198.37,C1753103905,181,0,M1118737364,0,0,0
CASH_IN,115434.17,C1607919961,304146.96,419581.13,C18580474,352810.74,237376.57,0
PAYMENT,8684.74,C308713464,16920,8235.26,M1356129858,0,0,0
CASH_OUT,223936.63,C318661638,0,0,C814678658,941061.58,1164998.2,0
PAYMENT,3495.77,C1961271181,0,0,M359383894,0,0,0
CASH_OUT,566578.08,C1890988081,0,0,C289824713,666375.71,1232953.78,0
CASH_OUT,223160.85,C91341954,20805,0,C696783889,0,223160.85,0
CASH_OUT,46958.94,C2088253266,147880,100921.06,C1475301529,174036.74,220995.68,0
PAYMENT,9934.21,C268024075,88931,78996.79,M1909504899,0,0,0
CASH_IN,144536.58,C59651608,4916629.77,5061166.35,C12065230,2910042.7,2765506.12,0
CASH_IN,145161.91,C1864903457,4292424.45,4437586.36,C837958743,350988.52,205826.61,0
PAYMENT,7102.45,C1089394275,5878,0,M659759313,0,0,0
CASH_OUT,450548.44,C167007741,0,0,C1477586962,884819,1335367.43,0
CASH_OUT,193385.25,C1175215414,6487,0,C338751615,378362.82,571748.07,0
PAYMENT,5607,C750194931,0,0,M570732528,0,0,0
PAYMENT,14538.42,C352369861,6053,0,M1703872746,0,0,0
TRANSFER,804554.05,C2045424655,23558,0,C271668823,1434834.49,2239388.54,0
PAYMENT,12589.04,C446356491,32,0,M1113174690,0,0,0
PAYMENT,1524.7,C1971904003,513650.18,512125.47,M67454776,0,0,0
CASH_IN,188212.91,C586480429,1169617.98,1357830.89,C610819027,316719.54,128506.63,0
CASH_OUT,187662.52,C449619155,0,0,C1245378521,410256.49,597919.01,0
CASH_OUT,36028.95,C1756970379,30851,0,C1190181813,13449005.77,13485034.72,0
CASH_OUT,119096.49,C303423302,0,0,C1764453576,275270.88,394367.38,0
CASH_OUT,228666.14,C385636396,0,0,C1090126875,593212.01,821878.15,0
PAYMENT,5482.76,C1216315561,20145,14662.24,M728977423,0,0,0
CASH_OUT,64410.47,C689442370,0,0,C94343278,371264.98,435675.45,0
CASH_IN,94143.65,C1410636619,6085,100228.65,C1064276982,541892.31,447748.66,0
CASH_OUT,172876.43,C1723086253,21297,0,C385755591,2556910.6,2729787.02,0
CASH_OUT,168137.82,C347196267,33767,0,C537823626,126333.04,294470.86,0
PAYMENT,1800.7,C108318010,10536,8735.3,M590964074,0,0,0
CASH_IN,143894.66,C119778801,152598,296492.66,C512963445,247270.68,103376.02,0
CASH_OUT,266550.54,C1729183679,44265.69,0,C1828556493,977957.33,1244507.87,0
TRANSFER,286122.11,C310568099,36152,0,C668771413,408592.22,694714.33,0
CASH_OUT,139700.97,C1831029902,0,0,C166009145,791678.72,931379.69,0
CASH_OUT,131050.76,C230054173,50887,0,C1959737088,0,131050.76,0
CASH_OUT,121395.41,C207621607,96,0,C606715533,1129355.58,1250750.99,0
PAYMENT,6808.33,C2110090761,30876,24067.67,M109198090,0,0,0
PAYMENT,3512.8,C1749765144,206,0,M1084781452,0,0,0
PAYMENT,6033.67,C5032849,2246.03,0,M984433012,0,0,0
CASH_OUT,43884.58,C556801590,22051,0,C2044472314,203997.63,247882.21,0
PAYMENT,656.8,C1418391793,0,0,M1328655698,0,0,0
PAYMENT,31144.97,C1270513173,0,0,M1659634490,0,0,0
CASH_OUT,91144.43,C628764786,34020,0,C275895076,133124.19,224268.62,0
TRANSFER,666039.51,C1555898768,57519,0,C2063975204,288321.83,954361.35,0
PAYMENT,14943.08,C2061765764,0,0,M1503381873,0,0,0
PAYMENT,7587.26,C152528665,152973,145385.74,M1929703387,0,0,0
CASH_IN,16182.12,C793006576,21701,37883.12,C1115019503,10565.31,0,0
CASH_IN,489837.87,C1991416947,993430.39,1483268.26,C921096261,2947015.16,2457177.29,0
CASH_OUT,366328.71,C1115085755,0,0,C1559151605,3723898.21,4090226.92,0
CASH_OUT,649420.1,C1270519605,0,0,C298266628,4934362.99,5583783.09,0
PAYMENT,8989.26,C474721291,62748.99,53759.72,M133647676,0,0,0
PAYMENT,8749.03,C785905231,159238,150488.97,M1065076885,0,0,0
CASH_OUT,235609.56,C1928891474,0,0,C1558602269,1107887.97,1343497.54,0
PAYMENT,10491.16,C780593853,58881,48389.84,M1699835857,0,0,0
PAYMENT,369.67,C1146675709,0,0,M1682436372,0,0,0
TRANSFER,743654.81,C17164358,0,0,C687039825,1244699.52,1988354.34,0
CASH_OUT,45740.89,C1284218571,191250.44,145509.55,C968520862,7179311.98,7225052.87,0
CASH_OUT,242354.63,C256677267,0,0,C1727622435,350210.08,592564.71,0
PAYMENT,38279.99,C1415566289,0,0,M1579137160,0,0,0
TRANSFER,1956164.62,C1506856568,0,0,C1978507873,2890964.31,4847128.92,0
PAYMENT,14484.77,C1371664547,27267.09,12782.31,M720211072,0,0,0
CASH_OUT,284791.02,C751774543,0,0,C231661853,6065066.99,6349858.01,0
TRANSFER,360691.88,C1720019977,0,0,C559153460,3123929.73,3484621.61,0
CASH_IN,207759.21,C657006277,9340536.89,9548296.09,C492843265,300605.1,92845.89,0
PAYMENT,3505.97,C189219709,81571,78065.03,M2029160573,0,0,0
CASH_IN,29287.57,C894771709,38713,68000.57,C1443487595,0,0,0
PAYMENT,13012.91,C1850007960,0,0,M979179886,0,0,0
PAYMENT,26233.25,C2130081976,0,0,M2013607191,0,0,0
CASH_OUT,148622.74,C1555231324,0,0,C1216143626,1862345.04,2010967.79,0
PAYMENT,10769.8,C1810260014,16013,5243.2,M860419506,0,0,0
CASH_IN,158482.24,C304319477,5996,164478.24,C1202193765,0,0,0
PAYMENT,2458.92,C1557763272,82040,79581.08,M770057542,0,0,0
CASH_OUT,154959.22,C1573104137,0,0,C788293781,723370.73,878329.95,0
CASH_IN,118005.28,C1066338502,4290710.65,4408715.93,C1055290709,777975.89,659970.62,0
CASH_OUT,79024.35,C1654777817,0,0,C1617777121,7474754.9,7553779.26,0
CASH_OUT,80362.12,C707516114,612379.94,532017.82,C251670731,1951839.53,2032201.65,0
PAYMENT,8789.3,C1825656182,0,0,M362607426,0,0,0
PAYMENT,22194.67,C850303571,90020,67825.33,M1893501247,0,0,0
PAYMENT,12537.49,C2039315523,0,0,M1084940880,0,0,0
CASH_IN,142987.04,C470003251,29564,172551.04,C50654171,311741.13,168754.09,0
PAYMENT,9329.46,C382929134,25128,15798.54,M361462823,0,0,0
CASH_IN,168007.99,C1473056395,4384530.07,4552538.06,C368154228,2289568.24,2121560.25,0
CASH_OUT,37657.67,C1551381716,10238,0,C1895501528,1276196.23,1313853.9,0
PAYMENT,13532.75,C1230538002,19992,6459.25,M2127473763,0,0,0
PAYMENT,5755.56,C1258695744,155935,150179.44,M82836840,0,0,0
PAYMENT,2424.51,C925909027,21418,18993.49,M1340922488,0,0,0
TRANSFER,1285073.41,C440982686,0,0,C1818729933,2822266.12,4107339.52,0
PAYMENT,29579.31,C2029789122,54037,24457.69,M1637921674,0,0,0
PAYMENT,9942.11,C418817344,0,0,M2000815939,0,0,0
PAYMENT,9797.88,C2002837466,9912,114.12,M1772354258,0,0,0
CASH_OUT,5676.64,C1207446594,0,0,C247803393,187893.86,193570.51,0
CASH_OUT,81883.16,C982038022,13375.64,0,C1842786996,489091.94,570975.1,0
PAYMENT,38988.67,C432225748,428,0,M1943724542,0,0,0
PAYMENT,49227.39,C171459986,15560,0,M558459129,0,0,0
PAYMENT,9709.08,C593544592,164818.78,155109.7,M399623824,0,0,0
PAYMENT,26893.62,C1052115773,69414,42520.38,M1281482114,0,0,0
PAYMENT,22405.25,C1798623484,4562,0,M1364934653,0,0,0
PAYMENT,8140.29,C327557382,3969.92,0,M266214418,0,0,0
PAYMENT,10272.81,C2064750328,20941,10668.19,M305775586,0,0,0
CASH_OUT,75547.79,C240434215,10190,0,C1946297440,0,75547.79,0
CASH_IN,318600.33,C1722375571,2357043.24,2675643.57,C2111086365,926815.24,608214.91,0
CASH_OUT,44180.67,C5326838,49525,5344.33,C564498345,179532.26,223712.94,0
PAYMENT,15587.47,C1759933755,34381,18793.53,M1440924538,0,0,0
PAYMENT,1776.58,C113668160,53448,51671.42,M711812663,0,0,0
PAYMENT,2346.8,C499897076,0,0,M165424111,0,0,0
TRANSFER,2551045.9,C852943798,15335.73,0,C86465202,7564743.32,10115789.23,0
TRANSFER,1291.41,C1247125124,12598,11306.59,C776091558,3904005.63,3905297.03,0
TRANSFER,191775.48,C1913191700,640,0,C1716679463,63032.94,254808.42,0
PAYMENT,965.75,C1207873330,127210,126244.25,M1199400492,0,0,0
PAYMENT,1596.25,C2053738976,14413,12816.75,M773015430,0,0,0
PAYMENT,2908.97,C1855160114,30859,27950.03,M831708840,0,0,0
CASH_OUT,89106.68,C934195748,0,0,C1012064558,1280037.4,1369144.08,0
TRANSFER,555551.85,C957442309,0,0,C565369318,1338923.72,1894475.57,0
PAYMENT,1056.49,C2006070878,20284,19227.51,M385888336,0,0,0
PAYMENT,5206.14,C2103987452,0,0,M2082429088,0,0,0
CASH_IN,83715.8,C435353202,18839252.47,18922968.26,C789700937,2337494.78,2253778.98,0
PAYMENT,2675.17,C758527691,568,0,M335408397,0,0,0
PAYMENT,220.26,C287187736,0,0,M357882492,0,0,0
TRANSFER,151688.68,C1794779520,220574,68885.32,C943455983,0,151688.68,0
PAYMENT,1305.87,C34649889,0,0,M1561370588,0,0,0
PAYMENT,635.24,C1097132609,92674,92038.76,M1168382283,0,0,0
CASH_IN,250643.11,C979758109,1151227.81,1401870.93,C1646680156,866387.94,615744.83,0
CASH_OUT,197046.25,C1045960228,0,0,C1305924886,299788.74,496834.99,0
PAYMENT,13082.94,C969885216,134775,121692.06,M1198255655,0,0,0
PAYMENT,3960.51,C1835542509,307205,303244.49,M1911114596,0,0,0
PAYMENT,6414.76,C1256430215,28748,22333.24,M311198868,0,0,0
CASH_IN,70428.26,C1459521593,1653096.92,1723525.19,C150978060,854366.61,783938.35,0
PAYMENT,1687.48,C1394223332,229508,227820.52,M1799878593,0,0,0
PAYMENT,2897.3,C79040094,0,0,M116510061,0,0,0
PAYMENT,2297.13,C1841835134,145684,143386.87,M465052451,0,0,0
PAYMENT,106.86,C30580664,17008,16901.14,M592374801,0,0,0
PAYMENT,5074.4,C781229339,30493,25418.6,M1178464714,0,0,0
PAYMENT,11692.11,C843407923,256559,244866.89,M445470142,0,0,0
CASH_OUT,170299.07,C2122898557,0,0,C1191625323,996319.26,1166618.33,0
PAYMENT,14948.74,C2111971661,92603,77654.26,M489074691,0,0,0
PAYMENT,14242.7,C1644177282,11357,0,M181977646,0,0,0
PAYMENT,26029.39,C2105670498,5310,0,M697714118,0,0,0
CASH_OUT,170098.54,C1960417270,530,0,C1389121874,26159.48,196258.02,0
CASH_IN,19679.15,C1729239043,2532565.04,2552244.19,C1182378465,137020.74,117341.59,0
CASH_IN,45159.4,C819974304,35467,80626.4,C936597095,43264.63,0,0
PAYMENT,9038.76,C2027047664,108108.69,99069.93,M642931703,0,0,0
CASH_IN,184497.54,C1820176674,1131582.79,1316080.33,C133477160,200660.07,16162.53,0
CASH_IN,296402.55,C1071772101,4648580.3,4944982.85,C1957962742,393098.38,96695.83,0
CASH_IN,5441.67,C133047722,112175,117616.67,C1421246638,3465.93,0,0
CASH_IN,211115.76,C801980334,615085.05,826200.81,C129617725,735508.42,524392.66,0
PAYMENT,12437.6,C579912219,21145,8707.4,M597213643,0,0,0
PAYMENT,7874.53,C337535299,9204.64,1330.11,M1348086165,0,0,0
PAYMENT,9078.13,C1537234602,48876.13,39798.01,M1395536739,0,0,0
CASH_OUT,330870.72,C771508924,0,0,C1634216069,2022662.55,2353533.27,0
PAYMENT,34890.39,C788192861,43568,8677.61,M1247896927,0,0,0
PAYMENT,26974.96,C688337086,50327,23352.04,M266772350,0,0,0
PAYMENT,13878.19,C587454145,0,0,M1704617942,0,0,0
PAYMENT,3202.35,C1901427098,62286.58,59084.24,M1987250367,0,0,0
CASH_OUT,239493.58,C155216821,10180,0,C921454434,0,239493.58,0
PAYMENT,5609.06,C1148293767,0,0,M365192616,0,0,0
PAYMENT,25826.28,C2008958753,15428,0,M77848009,0,0,0
CASH_OUT,56104.74,C1400023749,45131,0,C1007522931,0,56104.74,0
PAYMENT,21361.18,C1030004396,142141,120779.82,M828029893,0,0,0
PAYMENT,7046.73,C723969419,0,0,M821393260,0,0,0
CASH_OUT,410289.58,C654506675,0,0,C1961116936,583294.24,993583.82,0
PAYMENT,97824.59,C784720079,0,0,M957776671,0,0,0
PAYMENT,16205.92,C1584078065,1577,0,M1809437851,0,0,0
TRANSFER,5490455.19,C2043414872,0,0,C1723015419,23262530.33,28752985.52,0
PAYMENT,39666.78,C356204025,0,0,M1675081946,0,0,0
PAYMENT,14268.97,C592642221,0,0,M825585601,0,0,0
PAYMENT,14757.22,C1565036360,633025.52,618268.3,M1257093093,0,0,0
PAYMENT,15385.63,C1921176148,385380.41,369994.79,M898962696,0,0,0
PAYMENT,20828.64,C979551598,48999,28170.36,M34774592,0,0,0
PAYMENT,10487.99,C17319525,75146,64658.01,M635543115,0,0,0
PAYMENT,2175.4,C1002998850,2555,379.6,M1081611476,0,0,0
PAYMENT,17547.71,C217547219,0,0,M1733068588,0,0,0
CASH_OUT,59382.53,C2058057963,0,0,C1406430602,874873.16,934255.69,0
CASH_IN,296582.16,C966035126,4570748.01,4867330.18,C1949003629,3159817.23,2863235.07,0
PAYMENT,6482.11,C510985144,0,0,M552579546,0,0,0
PAYMENT,505.58,C153314020,12946,12440.42,M211996292,0,0,0
PAYMENT,148.3,C767746321,104115,103966.7,M881178300,0,0,0
CASH_OUT,193631.69,C271919292,24640,0,C1199246143,32787.72,226419.4,0
PAYMENT,23095.26,C1915075224,0,0,M449898755,0,0,0
CASH_OUT,245016.46,C36743008,10054,0,C759820905,5726440.66,5971457.12,0
TRANSFER,180507.08,C1533374169,0,0,C1866879221,1306245.1,1486752.19,0
PAYMENT,2808.36,C1214882105,0,0,M1946788091,0,0,0
TRANSFER,3440609.47,C1128360174,51109,0,C420937795,535329.7,3975939.17,0
CASH_OUT,128729.52,C1420418320,5428,0,C737721087,0,128729.52,0
PAYMENT,8893.12,C1836079408,59711,50817.88,M1670392407,0,0,0
CASH_OUT,207568.57,C1482380785,0,0,C1028241542,219425.92,426994.49,0
CASH_OUT,268693.94,C1367324652,96725.92,0,C1309515649,2797605.93,3066299.87,0
CASH_IN,158689.98,C492427227,51631,210320.98,C103318863,0,0,0
CASH_OUT,10893.48,C107364663,11157,263.52,C1600570450,166126.49,177019.97,0
PAYMENT,17093.29,C150644627,0,0,M1482180496,0,0,0
CASH_IN,78571.25,C332428854,20615003.04,20693574.29,C101571890,1315944.47,1237373.22,0
CASH_OUT,432641.29,C522069100,18849,0,C990926057,0,432641.29,0
PAYMENT,448.34,C557073689,0,0,M2137661206,0,0,0
CASH_OUT,123627.11,C1963927692,117747,0,C228966414,0,123627.11,0
TRANSFER,1705752.75,C492133189,0,0,C1971586389,22270696.15,23976448.9,0
PAYMENT,35531.41,C1356782193,0,0,M908428328,0,0,0
CASH_OUT,302031.24,C1626630609,90349,0,C1112531015,913.25,302944.49,0
CASH_IN,219605.16,C416367102,61915,281520.16,C1774361570,47117.6,0,0
PAYMENT,31958.2,C343584624,22141.32,0,M1461537731,0,0,0
PAYMENT,4705.53,C727975781,0,0,M1758233778,0,0,0
TRANSFER,721449.65,C2142411732,0,0,C774803752,777080.97,1498530.62,0
PAYMENT,9838.66,C694492148,22122,12283.34,M474462643,0,0,0
PAYMENT,34282.68,C334927961,0,0,M228386096,0,0,0
PAYMENT,39611.08,C2141616986,162183.96,122572.88,M1594073885,0,0,0
TRANSFER,487054.79,C1122743379,0,0,C251420716,1560396.98,2047451.77,0
CASH_IN,401266.43,C1022643453,3339103.89,3740370.32,C378184519,4692503.12,4291236.69,0
CASH_IN,105033.88,C200028149,14461834.61,14566868.49,C756776677,117729.92,12696.04,0
CASH_IN,302963.36,C1727188610,23424935.61,23727898.97,C1648873205,2453809.87,2150846.51,0
TRANSFER,1352505.72,C170192053,0,0,C640758149,1462293.7,2814799.42,0
CASH_IN,94941.76,C753378749,111668.12,206609.88,C26623323,134808.75,39866.99,0
PAYMENT,16236.38,C610395788,41721,25484.62,M43435739,0,0,0
CASH_OUT,328532.66,C2088642419,11821,0,C1693909320,302849.98,631382.64,0
CASH_OUT,373335.07,C824177,0,0,C170906922,728546.29,1101881.36,0
CASH_OUT,81470.78,C964172726,0,0,C1260790657,2048636.36,2130107.14,0
PAYMENT,58630.67,C1470405052,302417.75,243787.07,M515610045,0,0,0
PAYMENT,7391.63,C1977038102,0,0,M1236973205,0,0,0
TRANSFER,2499345.27,C263935752,127957,0,C771165528,3831030.34,6330375.61,0
CASH_OUT,45815.7,C550654270,0,0,C259121151,17476381.61,17522197.3,0
CASH_IN,264551.45,C2092512337,3246900.03,3511451.48,C927131011,923941.63,659390.18,0
CASH_OUT,225200.45,C1788387483,0,0,C10831080,376855.65,602056.1,0
CASH_IN,748451.2,C615212318,1095,749546.2,C425649009,0,0,0
PAYMENT,27577.76,C237643587,457500,429922.24,M1218496598,0,0,0
CASH_IN,84795.6,C36140990,3811471,3896266.6,C372035143,2547661.97,2462866.38,0
CASH_IN,92384.44,C1749827097,4852511.25,4944895.69,C1355034649,1057072.52,964688.08,0
PAYMENT,10910.3,C78692346,14801,3890.7,M89187331,0,0,0
TRANSFER,349764.7,C952669007,0,0,C600231995,1383763.27,1733527.96,0
CASH_OUT,269811.04,C1784084844,0,0,C10564540,2180332.3,2450143.34,0
CASH_OUT,73730.26,C705821412,407,0,C243146040,0,73730.26,0
CASH_OUT,178798.86,C337325918,0,0,C1053842968,7732762.57,7911561.42,0
PAYMENT,1462.44,C2048229869,0,0,M1459866165,0,0,0
CASH_OUT,142621.02,C262562753,19972,0,C614070259,0,142621.02,0
PAYMENT,4313.23,C246470104,0,0,M106159223,0,0,0
PAYMENT,9280.39,C6799334,0,0,M638603104,0,0,0
PAYMENT,38601.97,C978994456,66408,27806.03,M2003516155,0,0,0
CASH_OUT,286006.12,C542646230,110837,0,C2094690559,0,286006.12,0
CASH_IN,220149.52,C929770732,5282,225431.52,C213311117,0,0,0
CASH_OUT,325769.54,C1603838798,29,0,C1294874354,3274855.1,3600624.64,0
TRANSFER,1418991.89,C1539641255,0,0,C1765011918,11597720.6,13016712.49,0
CASH_OUT,48016.78,C770020501,34961,0,C162106533,1260153.8,1308170.58,0
CASH_IN,95195.8,C1106446067,9273808.68,9369004.47,C684599620,1022710.7,927514.9,0
CASH_OUT,175522.31,C2090982386,253832,78309.69,C1476472114,40106.93,215629.24,0
PAYMENT,22252.92,C165811749,9309.77,0,M242761886,0,0,0
CASH_OUT,309503.45,C1481746452,0,0,C389495831,2030291.65,2339795.11,0
CASH_OUT,19587.61,C1536658405,0,0,C618024454,1696834.36,1716421.97,0
CASH_OUT,388451.09,C1349390819,134087,0,C1036113464,177107.2,565558.28,0
